Brand,Racquet Name,Tension,Length,Pattern,Skip M Holes,Tie Off M,Start C,Tie Off C
Wilson Tennis,TORCH 95,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,TRIAD 2 118,55 - 65,20'M - 18'C,16M X 19C,"6,8,10,11T",7T,6T,4T - 11B
Wilson Tennis,TRIAD 2.0 115,50 - 60,21'M - 19'C,16M X 19C,"6,8,10,11T - 8B",6B,6T,3T - 11B
Wilson Tennis,TRIAD 2.0 125,52 - 62,21'M - 19'C,16M X 20C,"6,8,10,11T",7T,6T,4T - 11B
Wilson Tennis,TRIAD 2.2 OS,50 - 60,22'M - 18'C,16M X 19C,"6,8,10,11T - 8B",6B,6T,3T - 11B
Wilson Tennis,TRIAD 26,50 - 60,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD 3 115,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD 3.0 110,50 - 60,22'M - 18'C,16M X 19C,"6,8,10,11T",7T,6T,4T - 11B
Wilson Tennis,TRIAD 3.0 115,53 - 63,22'M - 18'C,16M X 19C,"6,8,10,11T",7T,6T,4T - 11B
Wilson Tennis,TRIAD 3.2 115,50 - 60,22'M - 18'C,16M X 19C,"6,8,10,11T",7T,6T,4T - 11B
Wilson Tennis,TRIAD 4.0 100,53 - 63,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD 4.0 110,53 - 63,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD 5 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD 5 98,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD 5.0 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD 5.0 98,52 - 62,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD 6.0 106,50 - 60,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD 6.0 95,52 - 62,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,TRIAD XP 3,50 - 60,20'M X 20'C,16M X 19C,"8T - 7,9B",7T,8T,6T - 8B
Wilson Tennis,TRIAD XP 5,50 - 60,20'M X 20'C,16M X 18C,"7,9T - 7,9B",8T,7T,6T - 8B
Wilson Tennis,ULTRA 100 v2,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 6B
Wilson Tennis,ULTRA 100 v3,47 - 57,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,7T - 6B
Wilson Tennis,ULTRA 100 v4,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,5T - 6B
Wilson Tennis,ULTRA 103 S,50 - 60,20'M - 18'C,16M X 15C,"7,9T - 7,9B",8B,7T,5T - 6B
Wilson Tennis,ULTRA 105 S COUNTERVAIL,50 - 60,20'M - 18'C,16M X 15C,"7,9T - 7,9B",8B,7T,5T - 6B
Wilson Tennis,ULTRA 108,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 9B
Wilson Tennis,ULTRA 95,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 8B
Wilson Tennis,ULTRA 97,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B
Wilson Tennis,ULTRA TOUR,50 - 60,20'M - 19'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B
Wilson Tennis,ULTRA XP 100LS,50 - 60,20'M - 17'C,16M X 15C,8T - 8B,7T,8T,6T - 7B
Wilson Tennis,ULTRA XP 100S,50 - 60,20'M - 18'C,16M X 15C,8T - 8B,7T,8T,6T - 7B
Wilson Tennis,ULTRA XP 110S,55 - 65,22'M - 18'C,18M X 16C,"8,10T - 8,10B",9B,8T,6T - 7B
Wilson Tennis,ULTRA XP 125,50 - 60,23'M - 19'C,16M X 18C,"5,7,9,11,12T",2T,5T,3T - 2B
Wilson Tennis,W2 BLACK WHISPER,55 - 65,20'M - 18'C,16M X 18C,"6,8,10,11T",6B,6T,5T - 10B
Wilson Tennis,W2 BLUE SHADOW,55 - 65,20'M - 18'C,16M X 18C,"6,8,10,11T",6B,6T,5T - 10B
Wilson Tennis,W2 SPICY RUBY,55 - 65,20'M - 18'C,16M X 18C,"6,8,10,11T",6B,6T,5T - 10B
Wilson Tennis,W3 GYPSY ROSE,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,W4 COBALT STORM,53 - 63,20'M - 16'C,16M X 18C,"7,9T - 7,9B",8T,7T,5T - 6B
Wilson Tennis,W4 RED FURY,53 - 63,20'M - 16'C,16M X 18C,"7,9T - 7,9B",8T,7T,5T - 6B
Wilson Tennis,W4 SAVAGE LIME,53 - 63,20'M - 16'C,16M X 18C,"7,9T - 7,9B",8T,7T,5T - 6B
Wilson Tennis,W4 SAVAGE SAPPHIRE,53 - 63,20'M - 16'C,16M X 18C,"7,9T - 7,9B",8T,7T,5T - 6B
Wilson Tennis,W5 DIVINE IRIS,53 - 63,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,W6 BLUE STEEL,51 - 61,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,W6 WILD CRIMSON,51 - 61,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,XP 1,50 - 60,20'M - 20'C,16M X 18C,8T - 8B,7T,8T,6T - 7B
Yonex Tennis,CYBORG 2200,50 - 70,19'M - 17'C,16M X 19C,8T,6B,8T,6T - 9B
Yonex Tennis,CYBORG 2700,50 - 70,19'M - 17'C,16M X 19C,8T,6B,8T,6T - 9B
Yonex Tennis,EZONE 100,40 - 65,20'M - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE 100 (Blue Versions),40 - 60,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 9B
Yonex Tennis,EZONE 100L,40 - 55,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 9B
Yonex Tennis,EZONE 107,40 - 65,20'M - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE 108,40 - 55,21'M - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE 110 (2022),40 - 55,21'M - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE 98,40 - 65,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 10B
Yonex Tennis,EZONE Ai 100,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE Ai 108,45 - 60,20'M - 19'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE Ai 98,45 - 60,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,EZONE Ai FEEL,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE Ai LITE,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE Ai RALLY,45 - 55,21'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE CHAMPION,53 - 63,19'M -18'C,16M X 20C,"7,9T - 7,9B",8T,7T,5T - 8B
Yonex Tennis,EZONE DR 100,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE DR 108,45 - 60,20'M - 19'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE DR 98,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,EZONE DR FEEL,45 - 60,20'M -19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE DR LITE,45 - 60,20'M -19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE DR RALLY,45 - 60,20'M -19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE LITE,40 - 65,20'M - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,EZONE Xi 100,45 - 60,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,EZONE Xi 107,45 - 60,21'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,EZONE Xi 115,45 - 60,21'M - 20'C,16M X 18C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,EZONE Xi 98,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,EZONE Xi LITE,45 - 60,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,MP TOUR 5,50 - 60,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,6T - 11B
Yonex Tennis,MP-2i 102,45 - 60,20'M - 18'C,16M X 18C,8T - 8B,7B,8T,7T - 10B
Yonex Tennis,MP-3i 95,45 - 60,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 9B
Yonex Tennis,MP-5i 110,50 - 65,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 9B
Yonex Tennis,MP-5i 98,45 - 60,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 9B
Yonex Tennis,MUSCLE POWER 3i 95,45 - 60,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 9B
Yonex Tennis,MUSCLE POWER 5i 110,50 - 65,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 9B
Yonex Tennis,MUSCLE POWER 5i 89,45 - 60,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 9B
Yonex Tennis,MUSCLE POWER 7 (MP-7),50 - 65,20'M - 18'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 9B
Yonex Tennis,NANOSPEED RQ 5,50 - 70,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,NANOSPEED RQ 7 100,50 - 70,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,NANOSPEED RQ 7 110,50 - 70,21'M - 20'C,16M X 19C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,NANOSPEED RQ 8,50 - 70,21'M - 20'C,16M X 20C,"8T - 7,9B",9B,8T,6T - 8B
Yonex Tennis,PRECEPT 100,45 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8T,7T,6T - 8B
Yonex Tennis,PRECEPT 100D,45 - 60,21'M - 18'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 10B
Yonex Tennis,PRECEPT 97,45 - 60,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B
Yonex Tennis,PRECEPT 97D,45 - 60,21'M - 19'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 10B
Yonex Tennis,PRECEPT 97H,45 - 60,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,PRO RD-70 LONG 105,45 - 60,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 11B
Yonex Tennis,PRO RD-70 LONG 95,50 - 65,19'M - 17'C,16M X 17C,8T - 8B,6B,8T,6T - 11B
Yonex Tennis,RD POWER 10 LONG 95 & 105,45 - 65,19'M - 17'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B
Yonex Tennis,RD POWER 6 LONG 95 & 105,45 - 65,19'M - 17'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B
Yonex Tennis,RD Ti 40 MUSCLE LONG,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RD Ti 70 LONG 88,50 - 65,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 10B
Yonex Tennis,RD Ti 70 LONG 98,50 - 65,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 10B
Yonex Tennis,RD-23,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 9B
Yonex Tennis,RD-27,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 9B
Yonex Tennis,RD-3,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 9B
Yonex Tennis,RD-7,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 9B
Yonex Tennis,RD-8,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 9B
Yonex Tennis,RDIS 100 93,40 - 65,20'M - 19'C,16M X 20C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDIS 100 98,40 - 65,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDIS 200,45 - 60,19'M - 17'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B
Yonex Tennis,RDIS 300,40 - 65,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDS 001 90,55 - 65,19'M - 17'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDS 001 98,55 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDS 002 98,55 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDS 002 TOUR 98,55 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDS 003 100,55 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDX 300 MP,50 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDX 300 SUPER MID,50 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDX 500 HD,50 - 65,19'M - 17'C,16M X 20C,"8,10T - 8,10B",9B,8T,6T - 10B
Yonex Tennis,RDX 500 MID,50 - 65,19'M - 17'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RDX 500 MP,50 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RQ SPEED 30,50 - 60,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RQ-100,50 - 60,18'M - 16'C,16M X 19C,8T - 8B,6B,8T,7T - 8B
Yonex Tennis,RQ-120,40 - 50,18'M - 16'C,16M X 19C,8T - 8B,6B,7T,6T - 8B
Yonex Tennis,RQ-150,40 - 50,18'M - 16'C,16M X 19C,8T - 8B,6B,7T,6T - 8B
Yonex Tennis,RQ-180,40 - 50,18'M - 16'C,16M X 19C,8T - 8B,6B,7T,6T - 8B
Yonex Tennis,RQ-200,40 - 50,18'M - 16'C,16M X 19C,8T - 8B,6B,7T,6T - 8B
Yonex Tennis,RQ-220,40 - 50,18'M - 16'C,16M X 19C,8T - 8B,6B,7T,6T - 8B
Yonex Tennis,RQ-260,40 - 50,18'M - 16'C,16M X 19C,8T - 8B,6B,7T,6T - 8B
Yonex Tennis,RQ-300,40 - 60,18'M - 17'C,16M X 19C,NONE,7B,8T,7T - 9B
Yonex Tennis,RQ-310,40 - 60,18'M - 17'C,16M X 19C,NONE,7B,8T,7T - 9B
Yonex Tennis,RQ-320,40 - 60,18'M - 17'C,16M X 19C,NONE,7B,8T,7T - 9B
Yonex Tennis,RQ-360,40 - 60,18'M - 17'C,16M X 19C,NONE,7B,8T,7T - 9B
Yonex Tennis,RQ-380,40 - 60,18'M - 17'C,16M X 19C,NONE,7B,8T,7T - 9B
Yonex Tennis,RQ-410,40 - 60,18'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T -10B
Yonex Tennis,RQ-420,40 - 60,18'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T -10B
Yonex Tennis,RQ-60,50 - 60,18'M - 16'C,16M X 19C,8T - 8B,6B,8T,7T - 8B
Yonex Tennis,RQ-880,50 - 60,18'M - 16'C,16M X 19C,8T - 8B,6B,7T,6T - 8B
Yonex Tennis,RQ-90,50 - 60,18'M - 16'C,16M X 19C,8T - 8B,6B,8T,7T - 8B
Yonex Tennis,RQ-960,40 - 50,18'M - 16'C,16M X 19C,8T - 8B,6B,7T,6T - 8B
Yonex Tennis,RQ-980,40 - 60,18'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T -10B
Yonex Tennis,RQ-990,50 - 60,18'M - 16'C,16M X 19C,8T - 8B,6B,7T,7T - 8B
Yonex Tennis,RQIS 1 TOUR,40 - 65,19'M - 17'C,16M X 18C,8T - 8B,6B,8T,6T - 11B
Yonex Tennis,RQIS 1 TOUR LIGHT,40 - 65,19'M - 17'C,16M X 18C,8T - 8B,6B,8T,6T - 11B
Yonex Tennis,RQIS 1 TOUR XL 100,40 - 65,20'M - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RQIS 1 TOUR XL 95,40 - 65,19'M - 17'C,16M X 18C,8T - 8B,6B,8T,6T - 11B
Yonex Tennis,RQIS 10,40 - 65,20'M - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RQIS 2 TOUR,40 - 65,19'M - 17'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RQIS 50,40 - 65,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RQS 11 100,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RQS 22 102,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RQS 33 107,45 - 65,21'M - 20'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,RQS 55 112,45 - 65,21'M - 20'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,S-FIT 1,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 10B
Yonex Tennis,S-FIT 1 LIGHT,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 10B
Yonex Tennis,S-FIT 3,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 10B
Yonex Tennis,S-FIT 5,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 10B
Yonex Tennis,SUPER RD COMP,50 - 65,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T -10B
Yonex Tennis,SUPER RD TOUR 90,50 - 65,18'M - 17'C,16M X 18C,8T - 8B,6B,8T,6T -10B
Yonex Tennis,SUPER RD TOUR 95,50 - 65,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T -10B
Yonex Tennis,SUPER RQ Ti-280 MUSCLE LONG,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,SUPER RQ Ti-350 LONG,45 - 65,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 12B
Yonex Tennis,SUPER RQ Ti-400 LONG,40 - 60,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 10B
Yonex Tennis,SUPER RQ Ti-400 LONG,40 - 60,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 10B
Yonex Tennis,SUPER RQ Ti-450 LONG,45 - 65,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,6T - 12B
Yonex Tennis,SUPER RQ Ti-600 LONG,45 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,SUPER RQ Ti-700 LONG,45 - 65,19'M - 17'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,SUPER RQ Ti-800 LONG,45 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,SUPER RQ Ti-800 PRO LONG,50 - 65,22'M - 22'C,18M X 21C,"8,10T - 8,10B",9B,8T,6T - 10B
Yonex Tennis,SUPER RQ Ti-900 LONG,45 - 65,22'M - 19'C,18M X 21C,"8,10T - 8,10B",9B,8T,6T -10B
Yonex Tennis,SUPER RQ-1000 LONG,45 - 65,22'M - 19'C,18M X 21C,"8,10T - 8,10B",9B,8T,6T - 10B
Yonex Tennis,SUPER RQ-1000 LONG,45 - 65,22'M - 19'C,18M X 21C,"8,10T - 8,10B",9B,8T,6T -10B
Yonex Tennis,SUPER RQ-300,40 - 60,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T -10B
Yonex Tennis,SUPER RQ-300 LONG,40 - 60,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T -10B
Yonex Tennis,SUPER RQ-400 LONG,45 - 65,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T -12B
Yonex Tennis,SUPER RQ-500,50 - 60,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 9B
Yonex Tennis,SUPER RQ-500 LONG,40 - 60,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T -10B
Yonex Tennis,SUPER RQ-700 LONG,45 - 65,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,6T -12B
Yonex Tennis,SUPER RQ-780 COMP,45 - 65,19'M - 17'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,TITANIUM 400,50 - 70,19'M - 17'C,16M X 19C,8T,6B,8T,6T -9B
Yonex Tennis,ULTIMUM RD Ti 50,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM RD Ti 50 LONG,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM RD Ti 80,40 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM RQ SPEED 8,50 - 60,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM RQ Ti 1000,40 - 60,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 10B
Yonex Tennis,ULTIMUM RQ Ti 1200,40 - 60,19'M - 17'C,16M X 18C,8T - 8B,7B,8T,6T - 10B
Yonex Tennis,ULTIMUM RQ Ti 2000 LONG SOS 120,45 - 65,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,6T -11B
Yonex Tennis,ULTIMUM RQ Ti 200m,50 - 60,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM RQ Ti 210m,50 - 60,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM RQ Ti 250m,50 - 60,20M' - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM RQ Ti 260m,50 - 60,20M' - 18'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM Ti 1500 OS 105,40 - 60,19'M - 17'C,16M X 19C,8T - 8B,6B,8T,6T - 10B
Yonex Tennis,ULTIMUM Ti 1700 MP 98,45 - 65,19'M - 17'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM Ti 1700 OS 110,45 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM Ti 2000 OS 110,45 - 65,19'M - 17'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,ULTIMUM Ti 2000 SUPER OS 120,45 - 65,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,6T - 11B
Yonex Tennis,V CORE 100,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE 100 (07 VC),45 - 60,20'M - 19'C,16M X 19C,"8T - 7,9B",8B,8T,6T - 11B
Yonex Tennis,V CORE 100L (Sand Beige & Scarlet),40 - 55,20'M - 18'C,16M X 19C,"8T - 7,9B",7B,8T,6T - 11B
Yonex Tennis,V CORE 100L (Tango Red),40 - 55,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE 100S,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE 95D,50 - 65,20'M - 19'C,16M X 20C,8T - 8B,6B,8T,7T - 11B
Yonex Tennis,V CORE 98,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE 98D,50 - 65,20'M - 19'C,16M X 20C,8T - 8B,6B,8T,7T - 11B
Yonex Tennis,V CORE DUEL G 100,50 - 65,20'M - 19'C,16M X 20C,NONE,6T,7T,9T - 9B
Yonex Tennis,V CORE DUEL G 97,50 - 65,20'M - 19'C,16M X 20C,NONE,6T,7T,9T - 9B
Yonex Tennis,V CORE PRO 100,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,V CORE PRO 97,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,V CORE Si 100,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE Si 100 LITE,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE Si 105,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE Si 98,50 - 65,20'M - 19'C,16M X 20C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE Si 98 LITE,45 - 60,20'M - 19'C,16M X 20C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE Si TEAM 98,45 - 60,20'M - 19'C,16M X 20C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE SV 100+,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE SV 105,45 - 60,20'M - 19'C,16M X 18C,8T - 8B,7B,8T,6T - 11B
Yonex Tennis,V CORE TEAM,45 - 60,20'M - 19'C,16M X 20C,8T - 8B,6B,8T,7T - 11B
Yonex Tennis,V CORE TOUR 89,50 - 65,20'M - 18'C,16M X 20C,8T - 8B,6B,8T,7T - 7B
Yonex Tennis,V CORE TOUR 97,50 - 65,20'M - 19'C,16M X 20C,8T - 8B,6B,8T,7T - 7B
Yonex Tennis,V CORE TOUR F 93,50 - 65,20'M - 20'C,16M X 21C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,V CORE TOUR F 97,50 - 65,20'M - 20'C,16M X 21C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,V CORE TOUR G 97,50 - 65,20'M - 19'C,16M X 20C,8T - 8B,7T,8T,6T - 11B
Yonex Tennis,V CORE Xi 100,45 - 60,20'M - 19'C,16M X 19C,8T - 8B,6B,8T,6T - 11B
Yonex Tennis,V CORE Xi 98,50 - 65,20'M - 19'C,16M X 20C,8T - 8B,6B,8T,7T - 11B
